pu_month,pu_day,pu_year,pu_time,do_month,do_day,do_year,do_time,htp_am,htp_pm,trip_period,passenger_count,trip_distance,pu_loc_id,pu_taxi_zone,do_loc_id,do_taxi_zone,payment_type_readable,total_cost
01,01,2017,00:47,01,01,2017,00:53,0,0,Late Night,2,1.2,237,Upper East Side South,140,Lenox Hill East,Cash,7.8
01,01,2017,00:55,01,01,2017,00:57,0,0,Late Night,2,0.5,140,Lenox Hill East,262,Yorkville East,Credit card,7.3
01,01,2017,00:58,01,01,2017,01:10,0,0,Late Night,2,2.4,262,Yorkville East,238,Upper West Side North,Credit card,14.15
01,01,2017,00:26,01,01,2017,00:51,0,0,Late Night,1,1.49,107,Gramercy,249,West Village,Cash,16.3
01,01,2017,00:53,01,01,2017,01:06,0,0,Late Night,1,1.11,249,West Village,107,Gramercy,Cash,10.8
01,01,2017,00:25,01,01,2017,00:32,0,0,Late Night,1,0.7,142,Lincoln Square East,237,Upper East Side South,Dispute,7.3
01,01,2017,00:10,01,01,2017,00:13,0,0,Late Night,5,0.68,229,Sutton Place/Turtle Bay North,233,UN/Turtle Bay South,Cash,5.8
01,01,2017,00:33,01,01,2017,00:37,0,0,Late Night,5,1.13,237,Upper East Side South,140,Lenox Hill East,Cash,6.8
01,01,2017,00:39,01,01,2017,00:47,0,0,Late Night,6,1.6,140,Lenox Hill East,236,Upper East Side North,Credit card,11.16
01,01,2017,00:55,01,01,2017,00:59,0,0,Late Night,5,0.85,237,Upper East Side South,263,Yorkville West,Credit card,7.56
01,01,2017,00:09,01,01,2017,00:16,0,0,Late Night,1,1.42,238,Upper West Side North,142,Lincoln Square East,Cash,8.3
01,01,2017,00:20,01,01,2017,00:40,0,0,Late Night,1,0.94,142,Lincoln Square East,48,Clinton East,Cash,13.8
01,01,2017,00:42,01,01,2017,00:48,0,0,Late Night,1,0.71,48,Clinton East,246,West Chelsea/Hudson Yards,Credit card,8.16
01,01,2017,00:50,01,01,2017,01:02,0,0,Late Night,1,1.32,246,West Chelsea/Hudson Yards,90,Flatiron,Credit card,12.25
01,01,2017,00:56,01,01,2017,01:06,0,0,Late Night,1,1.4,148,Lower East Side,79,East Village,Cash,9.8
01,01,2017,00:17,01,01,2017,00:33,0,0,Late Night,2,3.79,164,Midtown South,141,Lenox Hill West,Cash,15.3
01,01,2017,00:36,01,01,2017,00:57,0,0,Late Night,2,2.49,140,Lenox Hill East,48,Clinton East,Credit card,18.96
01,01,2017,00:58,01,01,2017,01:12,0,0,Late Night,2,2.12,48,Clinton East,239,Upper West Side South,Cash,13.3
01,01,2017,00:53,01,01,2017,00:58,0,0,Late Night,2,1.11,231,TriBeCa/Civic Center,13,Battery Park City,Cash,6.8
01,01,2017,00:39,01,01,2017,00:40,0,0,Late Night,5,0.69,236,Upper East Side North,75,East Harlem South,Credit card,6.36
01,01,2017,00:44,01,01,2017,01:23,0,0,Late Night,5,4.88,75,East Harlem South,234,Union Sq,Cash,26.8
01,01,2017,00:16,01,01,2017,00:39,0,0,Late Night,1,7.5,244,Washington Heights South,237,Upper East Side South,Credit card,28.9
01,01,2017,00:40,01,01,2017,00:47,0,0,Late Night,1,1.5,237,Upper East Side South,236,Upper East Side North,Cash,8.8
01,01,2017,00:55,01,01,2017,01:00,0,0,Late Night,1,1.2,237,Upper East Side South,162,Midtown East,Credit card,9.35
01,01,2017,00:02,01,01,2017,00:13,0,0,Late Night,2,1.04,137,Kips Bay,170,Murray Hill,Cash,10.3
01,01,2017,00:18,01,01,2017,00:35,0,0,Late Night,2,1.29,162,Midtown East,186,Penn Station/Madison Sq West,Cash,12.3
01,01,2017,00:37,01,01,2017,01:09,0,0,Late Night,2,3.51,186,Penn Station/Madison Sq West,232,Two Bridges/Seward Park,Cash,23.3
01,01,2017,00:11,01,01,2017,00:34,0,0,Late Night,2,4.2,100,Garment District,13,Battery Park City,Cash,19.3
01,01,2017,00:38,01,01,2017,00:55,0,0,Late Night,2,4.6,13,Battery Park City,113,Greenwich Village North,Credit card,19.3
01,01,2017,00:03,01,01,2017,00:14,0,0,Late Night,1,2.7,236,Upper East Side North,229,Sutton Place/Turtle Bay North,Credit card,14.76
01,01,2017,00:20,01,01,2017,00:25,0,0,Late Night,1,1.0,141,Lenox Hill West,236,Upper East Side North,Credit card,8.84
01,01,2017,00:31,01,01,2017,00:37,0,0,Late Night,1,0.86,237,Upper East Side South,140,Lenox Hill East,Cash,7.3
01,01,2017,00:43,01,01,2017,00:50,0,0,Late Night,1,1.48,237,Upper East Side South,263,Yorkville West,Credit card,10.38
01,01,2017,00:56,01,01,2017,01:00,0,0,Late Night,1,0.57,236,Upper East Side North,236,Upper East Side North,Cash,5.3
01,01,2017,00:07,01,01,2017,00:21,0,0,Late Night,3,4.9,170,Murray Hill,87,Financial District North,Cash,18.3
01,01,2017,00:30,01,01,2017,00:39,0,0,Late Night,2,3.0,209,Seaport,79,East Village,Credit card,13.3
01,01,2017,00:41,01,01,2017,00:52,0,0,Late Night,1,1.1,79,East Village,113,Greenwich Village North,Credit card,11.15
01,01,2017,00:55,01,01,2017,01:18,0,0,Late Night,2,3.2,114,Greenwich Village South,255,Williamsburg (North Side),Credit card,22.55
01,01,2017,00:20,01,01,2017,00:31,0,0,Late Night,1,2.26,249,West Village,87,Financial District North,Credit card,12.96
01,01,2017,00:41,01,01,2017,01:04,0,0,Late Night,1,3.38,231,TriBeCa/Civic Center,233,UN/Turtle Bay South,Cash,18.3
01,01,2017,00:23,01,01,2017,00:32,0,0,Late Night,1,1.37,43,Central Park,48,Clinton East,Cash,9.3
01,01,2017,00:43,01,01,2017,01:04,0,0,Late Night,1,3.62,142,Lincoln Square East,107,Gramercy,Credit card,20.16
01,01,2017,00:52,01,01,2017,01:03,0,0,Late Night,2,1.91,141,Lenox Hill West,142,Lincoln Square East,Cash,10.8
01,01,2017,00:11,01,01,2017,00:29,0,0,Late Night,2,4.4,79,East Village,262,Yorkville East,Credit card,21.6
01,01,2017,00:35,01,01,2017,00:44,0,0,Late Night,2,1.7,141,Lenox Hill West,236,Upper East Side North,Cash,9.3
01,01,2017,00:49,01,01,2017,00:52,0,0,Late Night,1,0.4,236,Upper East Side North,236,Upper East Side North,Cash,4.8
01,01,2017,00:34,01,01,2017,00:55,0,0,Late Night,1,4.09,79,East Village,236,Upper East Side North,Cash,17.8
01,01,2017,00:57,01,01,2017,01:15,0,0,Late Night,1,1.86,236,Upper East Side North,161,Midtown Center,Cash,14.3
01,01,2017,00:09,01,01,2017,00:14,0,0,Late Night,1,0.9,186,Penn Station/Madison Sq West,68,East Chelsea,Cash,6.8
01,01,2017,00:30,01,01,2017,00:52,0,0,Late Night,1,4.7,249,West Village,239,Upper West Side South,Credit card,23.75
01,01,2017,00:50,01,01,2017,01:13,0,0,Late Night,2,2.9,164,Midtown South,141,Lenox Hill West,Credit card,20.15
01,01,2017,00:18,01,01,2017,00:24,0,0,Late Night,1,1.3,141,Lenox Hill West,162,Midtown East,Cash,7.8
01,01,2017,00:35,01,01,2017,00:47,0,0,Late Night,1,1.0,170,Murray Hill,234,Union Sq,Credit card,11.75
01,01,2017,00:52,01,01,2017,01:04,0,0,Late Night,1,1.2,107,Gramercy,249,West Village,Credit card,10.3
01,01,2017,00:54,01,01,2017,01:04,0,0,Late Night,1,0.86,234,Union Sq,137,Kips Bay,Credit card,10.0
01,01,2017,00:57,01,01,2017,01:25,0,0,Late Night,1,4.4,162,Midtown East,170,Murray Hill,Cash,21.3
01,01,2017,00:25,01,01,2017,00:45,0,0,Late Night,2,2.89,90,Flatiron,143,Lincoln Square West,Cash,16.3
01,01,2017,00:48,01,01,2017,00:51,0,0,Late Night,2,0.71,143,Lincoln Square West,50,Clinton West,Credit card,7.56
01,01,2017,00:53,01,01,2017,01:12,0,0,Late Night,2,1.09,142,Lincoln Square East,246,West Chelsea/Hudson Yards,Credit card,15.96
01,01,2017,00:08,01,01,2017,00:14,0,0,Late Night,1,1.01,107,Gramercy,68,East Chelsea,Credit card,7.3
01,01,2017,00:17,01,01,2017,00:24,0,0,Late Night,1,0.83,68,East Chelsea,234,Union Sq,Credit card,9.3
01,01,2017,00:32,01,01,2017,00:46,0,0,Late Night,2,1.06,234,Union Sq,186,Penn Station/Madison Sq West,Credit card,12.96
01,01,2017,00:50,01,01,2017,01:13,0,0,Late Night,1,1.93,186,Penn Station/Madison Sq West,79,East Village,Cash,15.8
01,01,2017,00:42,01,01,2017,01:03,0,0,Late Night,1,4.9,107,Gramercy,226,Sunnyside,Credit card,23.75
01,01,2017,00:09,01,01,2017,00:11,0,0,Late Night,1,0.6,263,Yorkville West,236,Upper East Side North,Credit card,6.35
01,01,2017,00:13,01,01,2017,00:19,0,0,Late Night,1,1.4,236,Upper East Side North,141,Lenox Hill West,Credit card,9.35
01,01,2017,00:20,01,01,2017,00:29,0,0,Late Night,1,2.6,141,Lenox Hill West,137,Kips Bay,Credit card,14.15
01,01,2017,00:30,01,01,2017,00:48,0,0,Late Night,1,1.9,137,Kips Bay,234,Union Sq,Credit card,15.3
01,01,2017,00:56,01,01,2017,01:11,0,0,Late Night,3,1.1,234,Union Sq,68,East Chelsea,Cash,11.8
01,01,2017,00:24,01,01,2017,00:40,0,0,Late Night,1,1.67,79,East Village,158,Meatpacking/West Village West,Credit card,14.76
01,01,2017,00:41,01,01,2017,00:49,0,0,Late Night,1,1.68,158,Meatpacking/West Village West,246,West Chelsea/Hudson Yards,Cash,9.3
01,01,2017,00:54,01,01,2017,01:21,0,0,Late Night,1,4.86,68,East Chelsea,87,Financial District North,Credit card,26.16
01,01,2017,00:02,01,01,2017,00:06,0,0,Late Night,1,0.7,90,Flatiron,234,Union Sq,Cash,6.3
01,01,2017,00:21,01,01,2017,00:31,0,0,Late Night,1,1.6,211,SoHo,45,Chinatown,Credit card,11.8
01,01,2017,00:38,01,01,2017,01:17,0,0,Late Night,3,8.1,148,Lower East Side,238,Upper West Side North,Credit card,37.3
01,01,2017,00:10,01,01,2017,00:13,0,0,Late Night,1,0.6,237,Upper East Side South,236,Upper East Side North,Credit card,6.35
01,01,2017,00:17,01,01,2017,00:22,0,0,Late Night,1,1.4,236,Upper East Side North,43,Central Park,Credit card,10.1
01,01,2017,00:33,01,01,2017,00:37,0,0,Late Night,2,0.7,236,Upper East Side North,237,Upper East Side South,Cash,5.8
01,01,2017,00:41,01,01,2017,00:46,0,0,Late Night,4,0.7,162,Midtown East,233,UN/Turtle Bay South,Cash,6.8
01,01,2017,00:47,01,01,2017,01:01,0,0,Late Night,1,2.4,233,UN/Turtle Bay South,263,Yorkville West,Cash,12.8
01,01,2017,00:19,01,01,2017,00:30,0,0,Late Night,2,1.89,236,Upper East Side North,141,Lenox Hill West,Credit card,12.96
01,01,2017,00:37,01,01,2017,00:42,0,0,Late Night,2,0.97,237,Upper East Side South,229,Sutton Place/Turtle Bay North,Credit card,8.5
01,01,2017,00:44,01,01,2017,00:51,0,0,Late Night,1,1.96,229,Sutton Place/Turtle Bay North,236,Upper East Side North,Cash,9.3
01,01,2017,00:51,01,01,2017,01:17,0,0,Late Night,2,9.48,236,Upper East Side North,13,Battery Park City,Credit card,37.88
01,01,2017,00:41,01,01,2017,01:04,0,0,Late Night,1,2.74,249,West Village,233,UN/Turtle Bay South,Credit card,19.56
01,01,2017,00:29,01,01,2017,00:37,0,0,Late Night,1,2.4,141,Lenox Hill West,75,East Harlem South,Credit card,12.35
01,01,2017,00:06,01,01,2017,00:32,0,0,Late Night,3,7.2,161,Midtown Center,198,Ridgewood,Credit card,38.79
01,01,2017,00:53,01,01,2017,01:26,0,0,Late Night,3,3.9,148,Lower East Side,48,Clinton East,Credit card,23.8
01,01,2017,00:53,01,01,2017,00:57,0,0,Late Night,4,1.08,151,Manhattan Valley,238,Upper West Side North,Cash,6.3
01,01,2017,00:20,01,01,2017,00:25,0,0,Late Night,1,0.8,239,Upper West Side South,238,Upper West Side North,Cash,6.8
01,01,2017,00:33,01,01,2017,00:53,0,0,Late Night,1,3.2,142,Lincoln Square East,262,Yorkville East,Credit card,20.75
01,01,2017,00:57,01,01,2017,01:14,0,0,Late Night,1,4.4,262,Yorkville East,186,Penn Station/Madison Sq West,Credit card,21.35
01,01,2017,00:51,01,01,2017,00:57,0,0,Late Night,1,0.76,163,Midtown North,141,Lenox Hill West,Credit card,8.16
01,01,2017,00:17,01,01,2017,00:20,0,0,Late Night,1,0.51,262,Yorkville East,263,Yorkville West,Credit card,7.8
01,01,2017,00:23,01,01,2017,00:35,0,0,Late Night,1,2.5,263,Yorkville West,239,Upper West Side South,Credit card,14.76
01,01,2017,00:38,01,01,2017,00:52,0,0,Late Night,1,2.56,143,Lincoln Square West,236,Upper East Side North,Cash,12.8
01,01,2017,00:56,01,01,2017,01:04,0,0,Late Night,1,1.5,236,Upper East Side North,140,Lenox Hill East,Cash,9.3
01,01,2017,00:16,01,01,2017,00:25,0,0,Late Night,1,1.3,249,West Village,68,East Chelsea,Cash,8.8
01,01,2017,00:26,01,01,2017,00:42,0,0,Late Night,1,1.8,68,East Chelsea,170,Murray Hill,Credit card,15.35
01,01,2017,00:54,01,01,2017,01:23,0,0,Late Night,1,4.3,234,Union Sq,236,Upper East Side North,Credit card,25.55
01,01,2017,00:54,01,01,2017,00:57,0,0,Late Night,1,0.4,263,Yorkville West,262,Yorkville East,Cash,5.3
01,01,2017,00:59,01,01,2017,01:04,0,0,Late Night,1,1.0,262,Yorkville East,75,East Harlem South,Credit card,7.8
01,01,2017,00:12,01,01,2017,00:28,0,0,Late Night,1,2.87,87,Financial District North,90,Flatiron,Credit card,15.3
01,01,2017,00:40,01,01,2017,01:10,0,0,Late Night,1,8.34,107,Gramercy,228,Sunset Park West,Credit card,37.25
01,01,2017,00:26,01,01,2017,00:52,0,0,Late Night,1,9.2,237,Upper East Side South,231,TriBeCa/Civic Center,Credit card,36.95
01,01,2017,00:12,01,01,2017,00:30,0,0,Late Night,2,2.8,163,Midtown North,50,Clinton West,Credit card,15.8
01,01,2017,00:44,01,01,2017,00:51,0,0,Late Night,1,0.6,50,Clinton West,48,Clinton East,Dispute,7.3
01,01,2017,00:38,01,01,2017,00:43,0,0,Late Night,3,1.07,151,Manhattan Valley,238,Upper West Side North,Credit card,7.3
01,01,2017,00:48,01,01,2017,00:54,0,0,Late Night,3,1.28,151,Manhattan Valley,41,Central Harlem,Cash,8.3
01,01,2017,00:55,01,01,2017,00:57,0,0,Late Night,3,0.22,41,Central Harlem,41,Central Harlem,Cash,4.3
01,01,2017,00:42,01,01,2017,01:30,0,0,Late Night,5,6.46,151,Manhattan Valley,4,Alphabet City,Cash,31.8
01,01,2017,00:13,01,01,2017,00:32,0,0,Late Night,1,5.3,164,Midtown South,179,Old Astoria,Credit card,21.0
01,01,2017,00:45,01,01,2017,00:57,0,0,Late Night,2,1.6,141,Lenox Hill West,163,Midtown North,Credit card,11.8
01,01,2017,00:58,01,01,2017,01:10,0,0,Late Night,4,1.2,163,Midtown North,170,Murray Hill,Cash,10.3
01,01,2017,00:26,01,01,2017,00:33,0,0,Late Night,1,1.4,238,Upper West Side North,236,Upper East Side North,Cash,8.3
01,01,2017,00:51,01,01,2017,01:33,0,0,Late Night,1,6.5,166,Morningside Heights,107,Gramercy,Cash,31.3
01,01,2017,00:21,01,01,2017,00:29,0,0,Late Night,1,1.88,75,East Harlem South,166,Morningside Heights,Credit card,11.0
01,01,2017,00:39,01,01,2017,00:54,0,0,Late Night,1,3.13,238,Upper West Side North,141,Lenox Hill West,Credit card,17.88
01,01,2017,00:14,01,01,2017,00:25,0,0,Late Night,4,1.5,90,Flatiron,170,Murray Hill,Cash,9.8
01,01,2017,00:26,01,01,2017,00:36,0,0,Late Night,2,2.9,170,Murray Hill,263,Yorkville West,Credit card,14.15
01,01,2017,00:37,01,01,2017,00:39,0,0,Late Night,2,0.3,263,Yorkville West,263,Yorkville West,Cash,4.8
01,01,2017,00:42,01,01,2017,00:48,0,0,Late Night,4,2.8,263,Yorkville West,233,UN/Turtle Bay South,Cash,11.3
01,01,2017,00:50,01,01,2017,00:57,0,0,Late Night,2,1.6,137,Kips Bay,79,East Village,Credit card,10.55
01,01,2017,00:59,01,01,2017,01:11,0,0,Late Night,2,1.3,79,East Village,234,Union Sq,Credit card,12.85
01,01,2017,00:17,01,01,2017,00:23,0,0,Late Night,1,1.27,249,West Village,231,TriBeCa/Civic Center,Credit card,10.14
01,01,2017,00:31,01,01,2017,00:50,0,0,Late Night,1,2.79,231,TriBeCa/Civic Center,107,Gramercy,Credit card,20.91
01,01,2017,00:51,01,01,2017,01:04,0,0,Late Night,1,1.53,107,Gramercy,4,Alphabet City,Credit card,13.5
01,01,2017,00:11,01,01,2017,00:35,0,0,Late Night,1,4.99,107,Gramercy,238,Upper West Side North,Credit card,25.56
01,01,2017,00:37,01,01,2017,00:41,0,0,Late Night,1,0.56,238,Upper West Side North,239,Upper West Side South,Cash,6.3
01,01,2017,00:42,01,01,2017,00:57,0,0,Late Night,1,2.63,239,Upper West Side South,262,Yorkville East,Credit card,16.62
01,01,2017,00:01,01,01,2017,00:08,0,0,Late Night,1,1.67,161,Midtown Center,140,Lenox Hill East,Credit card,9.13
01,01,2017,00:08,01,01,2017,00:23,0,0,Late Night,1,3.36,140,Lenox Hill East,146,Long Island City/Queens Plaza,Credit card,18.3
01,01,2017,00:09,01,01,2017,00:43,0,0,Late Night,2,9.61,231,TriBeCa/Civic Center,236,Upper East Side North,Credit card,38.76
01,01,2017,00:17,01,01,2017,00:32,0,0,Late Night,1,1.57,142,Lincoln Square East,230,Times Sq/Theatre District,Cash,11.8
01,01,2017,00:35,01,02,2017,00:19,0,0,Late Night,1,7.58,230,Times Sq/Theatre District,70,East Elmhurst,Cash,33.8
01,01,2017,00:48,01,01,2017,00:50,0,0,Late Night,1,0.27,236,Upper East Side North,236,Upper East Side North,Credit card,5.8
01,01,2017,00:53,01,02,2017,00:07,0,0,Late Night,1,2.04,186,Penn Station/Madison Sq West,231,TriBeCa/Civic Center,Credit card,14.16
01,01,2017,00:15,01,01,2017,00:42,0,0,Late Night,2,3.2,209,Seaport,234,Union Sq,Cash,19.3
01,01,2017,00:45,01,01,2017,01:07,0,0,Late Night,2,3.2,234,Union Sq,236,Upper East Side North,Credit card,16.8
01,01,2017,00:29,01,01,2017,00:37,0,0,Late Night,1,1.67,237,Upper East Side South,262,Yorkville East,Credit card,10.56
01,01,2017,00:42,01,01,2017,00:57,0,0,Late Night,1,2.32,263,Yorkville West,151,Manhattan Valley,Cash,12.8
01,01,2017,00:59,01,01,2017,01:10,0,0,Late Night,1,2.38,151,Manhattan Valley,74,East Harlem North,Cash,11.8
01,01,2017,00:19,01,01,2017,00:34,0,0,Late Night,1,1.9,113,Greenwich Village North,170,Murray Hill,Cash,12.8
01,01,2017,00:44,01,01,2017,00:53,0,0,Late Night,1,2.16,161,Midtown Center,236,Upper East Side North,Credit card,11.8
01,01,2017,00:54,01,01,2017,01:06,0,0,Late Night,1,2.83,263,Yorkville West,142,Lincoln Square East,Credit card,14.76
01,01,2017,00:44,01,01,2017,00:54,0,0,Late Night,1,1.5,48,Clinton East,186,Penn Station/Madison Sq West,Credit card,11.3
01,01,2017,00:58,01,01,2017,01:14,0,0,Late Night,4,1.0,186,Penn Station/Madison Sq West,246,West Chelsea/Hudson Yards,Cash,11.8
01,01,2017,00:15,01,01,2017,00:46,0,0,Late Night,1,13.11,87,Financial District North,57,Corona East,Credit card,40.3
01,01,2017,00:20,01,01,2017,00:29,0,0,Late Night,1,1.23,162,Midtown East,229,Sutton Place/Turtle Bay North,Credit card,9.96
01,01,2017,00:35,01,01,2017,00:41,0,0,Late Night,1,1.89,229,Sutton Place/Turtle Bay North,236,Upper East Side North,Cash,8.8
01,01,2017,00:48,01,01,2017,01:26,0,0,Late Night,1,4.31,236,Upper East Side North,68,East Chelsea,Cash,25.3
01,01,2017,00:34,01,01,2017,01:06,0,0,Late Night,2,7.1,45,Chinatown,238,Upper West Side North,Credit card,33.95
01,01,2017,00:21,01,01,2017,00:28,0,0,Late Night,2,1.6,141,Lenox Hill West,170,Murray Hill,Cash,8.3
01,01,2017,00:49,01,01,2017,01:09,0,0,Late Night,1,4.2,107,Gramercy,263,Yorkville West,Credit card,21.35
01,01,2017,00:13,01,01,2017,00:33,0,0,Late Night,1,4.5,48,Clinton East,75,East Harlem South,Cash,17.8
01,01,2017,00:19,01,01,2017,00:26,0,0,Late Night,1,1.16,164,Midtown South,90,Flatiron,Credit card,9.36
01,01,2017,00:30,01,01,2017,00:53,0,0,Late Night,1,2.25,249,West Village,48,Clinton East,Credit card,16.3
01,01,2017,00:55,01,01,2017,01:23,0,0,Late Night,1,3.67,48,Clinton East,233,UN/Turtle Bay South,Credit card,23.76
01,01,2017,00:20,01,01,2017,00:38,0,0,Late Night,1,0.5,48,Clinton East,48,Clinton East,Cash,12.8
01,01,2017,00:43,01,01,2017,01:02,0,0,Late Night,1,1.1,48,Clinton East,50,Clinton West,Cash,13.3
01,01,2017,00:08,01,01,2017,00:22,0,0,Late Night,1,4.3,148,Lower East Side,140,Lenox Hill East,Credit card,16.3
01,01,2017,00:24,01,01,2017,00:28,0,0,Late Night,1,0.7,141,Lenox Hill West,236,Upper East Side North,Cash,6.3
01,01,2017,00:29,01,01,2017,00:33,0,0,Late Night,2,0.7,236,Upper East Side North,262,Yorkville East,Cash,6.3
01,01,2017,00:37,01,01,2017,01:08,0,0,Late Night,1,12.7,263,Yorkville West,228,Sunset Park West,Cash,38.3
01,01,2017,00:10,01,01,2017,00:20,0,0,Late Night,1,1.37,79,East Village,90,Flatiron,Credit card,12.74
01,01,2017,00:24,01,01,2017,00:38,0,0,Late Night,1,4.36,234,Union Sq,87,Financial District North,Cash,16.8
01,01,2017,00:45,01,01,2017,00:54,0,0,Late Night,1,1.08,88,Financial District South,13,Battery Park City,Credit card,9.8
01,01,2017,00:58,01,01,2017,01:10,0,0,Late Night,1,1.7,13,Battery Park City,88,Financial District South,Credit card,13.56
01,01,2017,00:23,01,01,2017,00:37,0,0,Late Night,1,2.1,114,Greenwich Village South,87,Financial District North,Credit card,14.8
01,01,2017,00:40,01,01,2017,01:01,0,0,Late Night,2,6.6,87,Financial District North,36,Bushwick North,Credit card,27.95
01,01,2017,00:16,01,01,2017,00:22,0,0,Late Night,5,1.27,211,SoHo,231,TriBeCa/Civic Center,Cash,7.3
01,01,2017,00:24,01,01,2017,00:35,0,0,Late Night,5,2.23,231,TriBeCa/Civic Center,79,East Village,Credit card,11.3
01,01,2017,00:39,01,01,2017,00:51,0,0,Late Night,5,2.43,4,Alphabet City,233,UN/Turtle Bay South,Credit card,13.56
01,01,2017,00:17,01,01,2017,00:29,0,0,Late Night,1,2.41,161,Midtown Center,262,Yorkville East,Credit card,13.8
01,01,2017,00:37,01,01,2017,00:44,0,0,Late Night,1,1.73,43,Central Park,263,Yorkville West,Credit card,10.56
01,01,2017,00:46,01,01,2017,00:49,0,0,Late Night,1,0.56,263,Yorkville West,43,Central Park,Cash,5.8
01,01,2017,00:53,01,01,2017,00:59,0,0,Late Night,1,1.22,43,Central Park,142,Lincoln Square East,Credit card,9.36
01,01,2017,00:23,01,01,2017,00:46,0,0,Late Night,2,0.7,163,Midtown North,161,Midtown Center,Credit card,19.1
01,01,2017,00:50,01,01,2017,01:12,0,0,Late Night,1,1.9,161,Midtown Center,246,West Chelsea/Hudson Yards,Cash,15.8
01,01,2017,00:36,01,01,2017,00:54,0,0,Late Night,1,2.05,170,Murray Hill,170,Murray Hill,Credit card,16.56
01,01,2017,00:56,01,01,2017,01:07,0,0,Late Night,1,1.46,170,Murray Hill,170,Murray Hill,Credit card,11.76
01,01,2017,00:01,01,01,2017,00:15,0,0,Late Night,1,7.47,88,Financial District South,236,Upper East Side North,Credit card,28.5
01,01,2017,00:19,01,01,2017,00:24,0,0,Late Night,1,0.8,236,Upper East Side North,236,Upper East Side North,Credit card,8.16
01,01,2017,00:27,01,01,2017,00:41,0,0,Late Night,1,4.12,236,Upper East Side North,159,Melrose South,Cash,15.3
01,01,2017,00:56,01,01,2017,01:07,0,0,Late Night,1,3.42,262,Yorkville East,137,Kips Bay,Credit card,14.7
01,01,2017,00:27,01,01,2017,00:41,0,0,Late Night,1,3.3,50,Clinton West,263,Yorkville West,Cash,14.3
01,01,2017,00:43,01,01,2017,00:51,0,0,Late Night,1,2.3,263,Yorkville West,233,UN/Turtle Bay South,Credit card,12.35
01,01,2017,00:31,01,01,2017,01:00,0,0,Late Night,2,4.7,100,Garment District,146,Long Island City/Queens Plaza,Cash,22.3
01,01,2017,00:18,01,01,2017,00:31,0,0,Late Night,1,1.2,107,Gramercy,107,Gramercy,Credit card,12.95
01,01,2017,00:32,01,01,2017,00:48,0,0,Late Night,1,2.9,107,Gramercy,231,TriBeCa/Civic Center,Cash,14.3
01,01,2017,00:53,01,01,2017,01:38,0,0,Late Night,4,5.9,231,TriBeCa/Civic Center,233,UN/Turtle Bay South,Credit card,34.8
01,01,2017,00:20,01,01,2017,00:30,0,0,Late Night,1,1.7,151,Manhattan Valley,42,Central Harlem North,Credit card,12.35
01,01,2017,00:23,01,01,2017,00:28,0,0,Late Night,1,0.7,236,Upper East Side North,262,Yorkville East,Cash,6.3
01,01,2017,00:29,01,01,2017,00:48,0,0,Late Night,1,4.2,262,Yorkville East,50,Clinton West,Cash,17.8
01,01,2017,00:19,01,01,2017,00:37,0,0,Late Night,1,4.49,87,Financial District North,164,Midtown South,Cash,17.8
01,01,2017,00:43,01,01,2017,00:48,0,0,Late Night,1,0.6,170,Murray Hill,107,Gramercy,Credit card,8.19
01,01,2017,00:23,01,01,2017,00:26,0,0,Late Night,1,1.4,236,Upper East Side North,237,Upper East Side South,Credit card,8.15
01,01,2017,00:29,01,01,2017,00:40,0,0,Late Night,1,1.2,237,Upper East Side South,170,Murray Hill,Credit card,11.75
01,01,2017,00:05,01,01,2017,00:25,0,0,Late Night,1,4.18,87,Financial District North,100,Garment District,Cash,18.3
01,01,2017,00:42,01,01,2017,00:43,0,0,Late Night,1,0.12,50,Clinton West,50,Clinton West,Credit card,6.8
01,01,2017,00:45,01,01,2017,01:12,0,0,Late Night,1,10.28,50,Clinton West,18,Bedford Park,Credit card,40.56
01,01,2017,00:26,01,01,2017,01:17,0,0,Late Night,1,4.5,186,Penn Station/Madison Sq West,238,Upper West Side North,Credit card,38.15
01,01,2017,00:29,01,01,2017,00:39,0,0,Late Night,2,0.4,170,Murray Hill,100,Garment District,Credit card,9.13
01,01,2017,00:41,01,01,2017,01:02,0,0,Late Night,4,1.8,164,Midtown South,246,West Chelsea/Hudson Yards,Credit card,17.3
01,01,2017,00:58,01,01,2017,01:08,0,0,Late Night,2,0.8,161,Midtown Center,233,UN/Turtle Bay South,Cash,8.8
01,01,2017,00:20,01,01,2017,00:23,0,0,Late Night,1,0.56,162,Midtown East,233,UN/Turtle Bay South,Cash,5.3
01,01,2017,00:29,01,01,2017,00:47,0,0,Late Night,1,5.88,229,Sutton Place/Turtle Bay North,168,Mott Haven/Port Morris,Cash,20.8
01,01,2017,00:15,01,01,2017,00:21,0,0,Late Night,2,0.6,43,Central Park,43,Central Park,Cash,6.8
01,01,2017,00:22,01,01,2017,00:31,0,0,Late Night,2,1.12,43,Central Park,162,Midtown East,Cash,8.3
01,01,2017,00:33,01,01,2017,00:48,0,0,Late Night,2,3.67,162,Midtown East,146,Long Island City/Queens Plaza,Cash,15.3
01,01,2017,00:56,01,01,2017,00:58,0,0,Late Night,2,0.54,229,Sutton Place/Turtle Bay North,233,UN/Turtle Bay South,Credit card,6.36
01,01,2017,00:08,01,01,2017,00:29,0,0,Late Night,3,2.66,87,Financial District North,107,Gramercy,Credit card,18.96
